adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.03759,0.06767,0.57895,90.91661,0.42105,1.0,2.06494,8.3125,0.30075,16,16,133,0.18045,0.17293,0.04511,0.04511,0.0,0.0,0.0,345278.36364,4.42697,4.42848,18537.6875,2.467,2.26356,2.54206,2.4915,5.31169,5.32602,0.09524,10.52916,743.34807,0.08529,0.69647,0.1203,0.00752,0.04511,0.0,0.03759,0.0,0.04511,0.0,0.03008,2.5,2.28571,3.61538,13.35,1.3977,5.65625,12.875,0.93845,1.375,0.73333,3.93333,1.0,0.525,0.33333,0.19167,0.33333,0.77477,0.08214,0.71914,0.0,0.77477,0.08214,0.82462,0.08452,0.87592,0.0847,0.12987,0.27273,0.72727,"[3, 3, 4, 3]",10
0.13978,0.04301,0.62366,78.80006,0.37634,1.25,2.36207,6.2,0.19355,12,15,93,0.12903,0.24731,0.09677,0.09677,0.0,0.0,0.0,131923.46552,2.834,3.09924,17052.64286,1.04179,1.3374,1.06771,1.4974,4.26598,4.44674,0.07143,9.62996,942.0597,0.06452,0.72043,0.13978,0.0,0.09677,0.0,0.03226,0.0,0.02151,0.0,0.01075,1.0,2.33333,2.58333,8.0,1.09929,4.8,8.0,1.81066,1.65714,0.07143,0.14286,0.0,0.09524,0.0,0.04762,0.0,0.45407,0.27337,0.44152,0.18526,0.58268,0.2102,0.60976,0.27619,0.66829,0.28622,0.17241,0.18966,0.60345,"[2, 1, 4, 2]",11
0.05882,0.0,0.52941,90.25066,0.47059,1.0,2.55556,4.25,0.29412,4,4,17,0.17647,0.17647,0.0,0.0,0.0,0.0,0.0,13006.11111,3.92211,4.09133,5732.25,2.8615,2.8615,3.69875,3.69875,5.44694,5.698,1.33333,7.1825,221.48081,0.0,0.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,5.66667,0.74167,5.125,3.25,1.06328,1.125,0.0,0.0,0.66667,0.66667,0.66667,0.66667,0.66667,0.80031,0.20022,0.70444,0.0,0.80031,0.20022,0.78796,0.18647,0.81049,0.20045,0.0,0.22222,0.88889,"[2, 1, 1, 1]",12
0.03968,0.04762,0.53175,91.00214,0.46825,1.4,2.25373,6.0,0.23016,15,21,126,0.1746,0.21429,0.05556,0.05556,0.0,0.0,0.0,182392.62687,4.60355,4.34401,12653.55,3.71205,3.65957,3.36075,3.43367,5.46458,5.34551,0.22727,10.66413,591.21541,0.06259,0.66037,0.09524,0.0,0.06349,0.0,0.01587,0.0,0.03175,0.0,0.01587,1.8,3.5,1.46429,11.73913,1.40544,5.33333,8.61905,0.8351,1.13559,0.05,0.05,0.4,0.17619,0.35,0.1619,0.25,0.60161,0.16419,0.57955,0.09631,0.76535,0.07211,0.73587,0.14576,0.8121,0.10781,0.20896,0.43284,0.8806,"[3, 2, 4, 3]",13
0.02392,0.06699,0.55502,75.10002,0.44498,1.17647,2.34483,10.45,0.21531,17,20,209,0.18182,0.2488,0.07656,0.04785,0.00478,0.0,0.01435,248259.91379,4.36072,4.26453,2939.7,1.90075,1.8169,2.3828,2.3828,5.26211,5.23703,0.51064,11.15248,737.68754,0.04764,0.72309,0.11483,0.0,0.04785,0.0,0.05263,0.0,0.03828,0.0,0.01435,0.0,3.07692,2.4,12.18605,1.75543,6.45,18.3,0.69986,1.24731,0.15789,0.84211,0.47368,0.28947,0.73684,0.44737,0.47368,0.7453,0.15909,0.72189,0.20399,0.80781,0.10081,0.82892,0.12036,0.8726,0.11962,0.15517,0.67241,0.80172,"[5, 4, 4, 5]",14
0.06667,0.1,0.6,83.745,0.4,1.4,2.22222,4.28571,0.26667,5,7,30,0.1,0.16667,0.03333,0.03333,0.0,0.0,0.0,190362.16667,4.59722,4.5285,84500.42857,3.86329,3.83929,3.91743,3.91743,5.36767,5.38037,0.0,7.11842,4135.93951,0.0,0.93333,0.1,0.0,0.03333,0.0,0.03333,0.0,0.03333,0.0,0.03333,3.0,5.0,2.28571,8.5,1.15323,4.71429,4.28571,0.93085,1.5,0.0,0.0,0.0,0.0,0.0,0.09524,0.0,0.53229,0.12322,0.54999,0.06446,0.63481,0.11554,0.67715,0.11971,0.71832,0.09148,0.22222,0.55556,0.66667,"[5, 3, 2, 2]",15
0.04598,0.08046,0.57471,83.27624,0.42529,1.1,2.26,7.90909,0.22989,10,11,87,0.09195,0.21839,0.04598,0.03448,0.0,0.0,0.01149,203790.62,4.54834,4.30808,2467.72727,3.06245,2.82209,2.72409,2.49573,5.40643,5.27628,0.47059,9.64431,695.94514,0.03448,0.70115,0.09195,0.01149,0.03448,0.0,0.03448,0.0,0.03448,0.0,0.01149,4.75,3.57143,2.0,10.125,1.40268,5.90909,12.09091,0.65945,1.35135,0.1,0.6,0.2,0.16364,0.5,0.38182,0.4,0.76047,0.05205,0.75584,0.0,0.79183,0.04625,0.83942,0.05432,0.85529,0.05926,0.2,0.46,0.74,"[3, 3, 4, 4]",16
0.04301,0.05376,0.52688,82.02131,0.47312,1.11111,2.26531,9.3,0.1828,9,10,93,0.15054,0.24731,0.08602,0.07527,0.0,0.0,0.01075,227351.12245,4.57141,4.47196,43805.1,3.2216,2.9116,3.5144,3.2353,5.53452,5.46516,0.18182,10.23791,748.02352,0.07527,0.6129,0.1828,0.02151,0.08602,0.0,0.05376,0.0,0.06452,0.0,0.04301,7.33333,2.6,3.0,9.90909,1.57625,6.0,18.6,0.82073,1.11364,0.22222,1.11111,0.11111,0.57778,0.22222,0.42222,0.22222,0.74806,0.16013,0.74689,0.0,0.82572,0.06702,0.83447,0.11536,0.86282,0.10847,0.22449,0.59184,0.89796,"[4, 1, 4, 5]",17
0.0,0.0,0.89189,93.11111,0.10811,1.33333,1.81818,9.25,0.89189,6,8,74,0.0,0.0,0.04054,0.04054,0.0,0.0,0.0,2858849.95455,2.74847,4.86603,23163.375,0.68288,0.68288,1.38125,1.2545,3.14593,5.03457,0.0,10.11444,618.28434,0.0,0.58108,0.13514,0.0,0.12162,0.0,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,1.18367,0.0,1.66614,4.875,11.75,1.88309,8.25,0.0,0.0,1.71429,1.57143,1.71429,1.60714,1.71429,0.72876,0.09812,0.69681,0.1264,0.77929,0.04512,0.79149,0.09437,0.81269,0.09012,0.0,0.0,0.12121,"[2, 3, 3, 3]",18
0.02778,0.02778,0.52778,84.47,0.47222,1.0,2.5,10.28571,0.29167,7,7,72,0.05556,0.18056,0.125,0.125,0.0,0.0,0.0,908420.76316,2.78671,2.88811,27.85714,0.73643,0.73643,0.54471,0.54471,4.80422,4.90097,0.33333,9.56278,990.57733,0.01389,0.66667,0.15278,0.0,0.125,0.0,0.01389,0.0,0.01389,0.01389,0.0,0.0,0.0,0.81818,6.9,1.76823,5.42857,14.28571,0.89763,1.11765,0.0,0.0,0.5,0.2381,0.33333,0.2381,0.33333,0.63118,0.22182,0.57055,0.0,0.63118,0.22182,0.7037,0.15932,0.77644,0.04811,0.28947,0.15789,0.89474,"[2, 1, 4, 2]",19
0.04375,0.075,0.6125,83.13769,0.3875,1.22727,2.30612,5.92593,0.275,22,27,160,0.0875,0.21875,0.075,0.0625,0.0,0.0,0.00625,937196.57143,4.16437,4.3116,3972.45833,2.3275,2.62993,2.44008,2.79319,5.12648,5.22556,0.22222,10.91219,641.19854,0.02623,0.68541,0.13125,0.00625,0.075,0.00625,0.025,0.00625,0.03125,0.0,0.03125,4.0,1.55556,2.24242,11.625,1.34627,5.37037,7.55556,1.00224,1.58065,0.03846,0.07692,0.07692,0.04274,0.26923,0.17949,0.15385,0.52198,0.26735,0.50382,0.29059,0.66588,0.14045,0.68264,0.22653,0.74632,0.24213,0.19388,0.16327,0.63265,"[3, 3, 4, 3]",20
0.15625,0.03125,0.75,90.02125,0.25,1.0,2.0,8.0,0.40625,4,4,32,0.125,0.15625,0.03125,0.03125,0.0,0.0,0.0,254029.29167,2.73113,3.17033,0.0,0.31725,0.31725,0.1655,0.1655,3.71069,4.01284,0.8,7.38853,1053.60498,0.09375,0.875,0.0625,0.0,0.03125,0.0,0.03125,0.0,0.03125,0.0,0.0,1.0,2.0,2.0,10.8,1.83214,6.0,9.0,1.13688,3.0,0.0,0.0,0.33333,0.16667,0.66667,0.33333,0.33333,0.65639,0.10937,0.56519,0.0,0.65639,0.10937,0.63143,0.09384,0.66276,0.11443,0.0,0.0,0.33333,"[3, 3, 4, 3]",21
0.025,0.07917,0.59167,87.18577,0.40833,1.04,2.22535,9.23077,0.22083,25,26,240,0.125,0.26667,0.08333,0.0625,0.0,0.0,0.01667,488182.02113,4.45503,4.29232,24445.6,2.69876,2.77658,2.42388,2.54246,5.35648,5.25278,0.35185,11.68156,714.06337,0.0278,0.66858,0.15,0.025,0.07083,0.00417,0.05,0.00417,0.02917,0.0,0.00417,6.4,1.88235,2.68293,12.27778,1.4839,6.0,17.07692,0.79321,1.44898,0.08,0.24,0.24,0.16615,0.72,0.28,0.6,0.77816,0.13119,0.72809,0.0,0.79305,0.11051,0.83475,0.12225,0.879,0.12295,0.33099,0.29577,0.69014,"[3, 1, 4, 3]",22
0.03604,0.04505,0.63964,83.92522,0.36036,1.18182,2.25352,8.53846,0.27928,11,13,111,0.12613,0.27928,0.10811,0.0991,0.0,0.0,0.00901,222706.57746,4.19052,4.17631,1855.53846,1.53023,1.53023,1.47177,1.47177,5.12967,5.1155,0.26087,10.07338,807.36433,0.0,0.7025,0.17117,0.0,0.10811,0.0,0.04505,0.0,0.02703,0.0,0.01802,1.33333,1.33333,2.10345,13.66667,1.41678,5.84615,13.46154,0.80163,1.775,0.0,0.0,0.41667,0.17949,0.41667,0.32051,0.41667,0.7521,0.0757,0.72468,0.01678,0.79428,0.05022,0.82102,0.04752,0.84974,0.04004,0.12676,0.32394,0.56338,"[3, 3, 4, 3]",23
0.0137,0.06849,0.52055,91.2334,0.47945,1.0,2.13158,9.125,0.23288,8,8,73,0.21918,0.20548,0.12329,0.08219,0.0,0.0,0.0274,354831.86842,4.69832,4.52932,5788.0,3.03887,2.8355,3.06387,3.06325,5.54595,5.41407,0.28571,9.35061,880.84353,0.06849,0.71233,0.12329,0.0,0.08219,0.0,0.0274,0.0,0.0411,0.0,0.0137,0.0,2.8,1.82353,10.69231,1.63723,6.875,16.75,0.65199,1.08571,0.42857,1.0,1.0,0.57143,0.85714,0.28571,0.57143,0.77917,0.09271,0.70991,0.0,0.77917,0.09271,0.79662,0.08522,0.8327,0.08226,0.15789,0.31579,0.92105,"[3, 2, 4, 3]",24
0.06404,0.0197,0.64039,122.75043,0.35961,1.0,1.5,9.66667,0.41872,21,21,203,0.08374,0.13793,0.06897,0.06404,0.0,0.00493,0.0,833467.60769,3.28756,4.21567,781825.42857,1.12505,1.05114,1.95633,1.95633,4.49476,5.15084,0.1875,11.38186,939.48053,0.01865,0.63721,0.1133,0.0,0.06404,0.0,0.04926,0.0,0.0197,0.0,0.0,2.0,3.25,0.80556,16.25,1.45952,5.83333,14.57143,1.58608,1.78082,0.2,1.0,0.55,0.38095,0.45,0.40476,0.45,0.57356,0.17926,0.52058,0.0,0.57356,0.17926,0.68602,0.1965,0.75375,0.1987,0.05385,0.17692,0.56154,"[2, 1, 4, 3]",25
0.01869,0.04673,0.57009,64.14999,0.42991,1.33333,2.7377,6.6875,0.28972,12,16,107,0.1215,0.21495,0.03738,0.03738,0.0,0.0,0.0,156262.34426,4.56643,4.45062,11916.5625,3.47331,3.47331,3.60581,3.60581,5.47256,5.39103,0.55,10.10182,847.56617,0.05,0.675,0.11215,0.01869,0.03738,0.0,0.04673,0.00935,0.04673,0.0,0.02804,6.0,4.0,2.23333,12.05,1.21405,5.03125,9.1875,0.69304,1.32609,0.33333,1.46667,0.26667,0.19167,0.2,0.175,0.2,0.68922,0.15405,0.62477,0.16225,0.76555,0.16014,0.76033,0.17625,0.80747,0.14025,0.08197,0.45902,0.7541,"[5, 5, 4, 5]",26
0.05,0.04,0.55,88.097,0.45,1.0,2.16364,10.0,0.28,10,10,100,0.14,0.18,0.04,0.04,0.0,0.0,0.0,163108.45455,4.10695,4.19675,17388.5,1.94,1.94,2.3631,2.1872,5.24913,5.2803,0.375,9.71796,960.0,0.06,0.72,0.08,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.0,2.8,1.75,2.45,10.9375,1.39266,5.65,18.0,0.80824,1.22222,0.22222,1.22222,0.22222,0.28889,0.22222,0.28889,0.11111,0.70021,0.16161,0.70818,0.0,0.70021,0.16161,0.80102,0.1497,0.83002,0.11103,0.12727,0.30909,0.81818,"[3, 3, 3, 3]",27
0.03086,0.09259,0.57407,71.73931,0.42593,1.0,2.53763,6.75,0.23457,24,24,162,0.09259,0.21605,0.05556,0.04938,0.0,0.0,0.00617,965714.04301,4.32438,4.48867,13035.75,2.93288,2.93288,3.11892,3.11892,5.3268,5.47759,0.4375,10.71758,866.80974,0.01952,0.66365,0.15432,0.00617,0.04938,0.01235,0.05556,0.01235,0.04321,0.00617,0.02469,1.33333,2.23077,1.9697,9.16129,1.35633,5.22917,10.33333,0.76144,1.34783,0.13043,0.47826,0.04348,0.02899,0.13043,0.11232,0.04348,0.66116,0.21324,0.62401,0.0,0.66116,0.21324,0.75946,0.18964,0.81,0.1894,0.29032,0.52688,0.74194,"[4, 2, 5, 4]",28
0.04938,0.04938,0.58025,81.85794,0.41975,1.11111,2.31915,8.1,0.28395,9,10,81,0.09877,0.19753,0.06173,0.06173,0.0,0.0,0.0,180885.38298,4.0846,4.29332,17886.8,2.4202,2.4202,3.0326,3.0326,5.17643,5.31373,0.64286,9.47577,790.65808,0.02469,0.71605,0.1358,0.01235,0.06173,0.0,0.03704,0.0,0.03704,0.0,0.03704,4.0,4.25,1.68182,10.78571,1.47976,5.7,13.7,0.85406,1.38235,0.22222,0.77778,0.44444,0.13333,1.11111,0.48889,0.44444,0.75126,0.14546,0.66334,0.0,0.77552,0.12032,0.77716,0.14351,0.81352,0.12057,0.21277,0.23404,0.7234,"[3, 2, 4, 3]",29
0.03557,0.0751,0.56522,88.73943,0.43478,1.03333,2.25175,8.16129,0.24111,30,31,253,0.13834,0.21344,0.09486,0.08696,0.0,0.0,0.00791,440560.12587,4.50885,4.56124,38643.48387,3.16132,3.16132,3.39374,3.38365,5.45853,5.46238,0.31373,11.92348,637.56259,0.0511,0.66058,0.15415,0.00791,0.09486,0.00395,0.02372,0.00395,0.03162,0.0,0.03557,6.83333,3.0,1.64815,11.52941,1.45626,5.83871,14.41935,0.72766,1.3,0.16667,0.86667,0.16667,0.22581,0.43333,0.28602,0.33333,0.68167,0.16914,0.64854,0.0,0.71642,0.10598,0.78519,0.13706,0.85496,0.13352,0.13986,0.32867,0.76923,"[4, 1, 5, 4]",30
0.04615,0.0,0.47692,73.84532,0.52308,1.2,2.45161,10.83333,0.30769,5,6,65,0.21538,0.12308,0.0,0.0,0.0,0.0,0.0,45857.96774,3.52584,3.53474,23.0,1.18117,1.18117,0.97833,0.97833,4.91026,4.99442,0.75,9.78347,589.19684,0.01538,0.6,0.03077,0.0,0.0,0.0,0.03077,0.0,0.03077,0.0,0.0,2.0,0.0,2.30769,16.71429,1.91272,6.58333,23.16667,0.82693,0.91176,0.0,0.0,1.2,0.86667,0.8,0.86667,0.8,0.7437,0.13047,0.73355,0.0,0.79021,0.12381,0.81536,0.06433,0.82949,0.05423,0.0,0.32258,1.09677,"[2, 2, 4, 3]",31
0.0,0.02128,0.95745,100.10875,0.04255,1.0,1.62222,11.75,0.85106,4,4,47,0.0,0.08511,0.04255,0.02128,0.0,0.0,0.02128,1404794.08889,2.28136,3.74607,0.0,0.0,0.0,0.09025,0.09025,2.48917,3.8896,0.0,8.19517,931.59738,0.0,0.82979,0.10638,0.0,0.06383,0.0,0.04255,0.0,0.04255,0.0,0.0,0.0,1.0,0.0,30.0,2.07444,4.5,29.0,1.47326,22.5,0.0,0.0,1.0,0.83333,1.0,0.83333,1.0,0.63916,0.13871,0.59138,0.0,0.63916,0.13871,0.64912,0.1444,0.65972,0.15141,0.0,0.02222,0.04444,"[1, 1, 1, 1]",32
0.05983,0.0812,0.61966,73.01095,0.38034,1.54545,2.4069,6.88235,0.23077,22,34,234,0.17521,0.24786,0.0641,0.05556,0.0,0.0,0.00855,214064.94483,4.25048,4.27106,31860.5,2.44344,2.44344,2.79485,2.79485,5.11735,5.10129,0.48077,11.24115,934.14797,0.06459,0.72304,0.15385,0.00427,0.05983,0.0,0.07692,0.0,0.05983,0.0,0.01282,2.09091,2.2,2.08511,8.75,1.43957,5.66176,10.41176,0.82666,1.62921,0.18182,0.90909,0.24242,0.19786,0.27273,0.21212,0.24242,0.65116,0.2048,0.64505,0.24473,0.78867,0.08572,0.78136,0.1678,0.86072,0.13347,0.17931,0.38621,0.61379,"[3, 3, 4, 3]",33
0.0,0.07595,0.63291,75.55811,0.36709,1.1,2.24,7.18182,0.32911,10,11,79,0.10127,0.22785,0.05063,0.05063,0.0,0.0,0.0,715768.76,3.93108,4.3913,2765.09091,2.24073,2.24073,3.09791,3.09791,4.96565,5.25418,0.8,9.88854,790.67795,0.05063,0.63291,0.1519,0.0,0.07595,0.0,0.08861,0.0,0.07595,0.0,0.0,0.0,2.0,1.78261,10.9375,1.31504,5.90909,12.18182,0.87004,1.72414,0.5,1.9,0.3,0.30909,0.4,0.38182,0.4,0.72791,0.13614,0.7425,0.0,0.73086,0.14778,0.81572,0.12654,0.83218,0.1331,0.08,0.28,0.58,"[3, 2, 4, 3]",34
0.04615,0.10385,0.56538,97.35906,0.43462,1.38462,2.04082,7.22222,0.16538,26,36,260,0.22308,0.25,0.04231,0.02692,0.0,0.0,0.01923,494466.64626,4.47847,4.42773,22318.14286,3.00223,3.08886,3.17637,3.25633,5.26069,5.20692,0.27273,12.60903,614.24322,0.11913,0.64969,0.12308,0.00385,0.03846,0.0,0.05769,0.00385,0.04615,0.0,0.03462,3.44444,2.54167,2.14286,12.36508,1.3628,5.97222,11.38889,0.84242,1.30088,0.02857,0.2,0.74286,0.69683,0.4,0.2873,0.37143,0.70826,0.1689,0.70248,0.13979,0.77044,0.17624,0.82112,0.13217,0.90654,0.09658,0.16327,0.2517,0.76871,"[3, 3, 5, 3]",35
