adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,grade,index_text
0.01,0.05,0.61,77.55936,0.39,1.0,2.40984,4.54545,0.28,22,22,100,0.12,0.27,0.07,0.06,0.0,0.0,0.01,198206.81967,3.78005,3.63607,8961.18182,2.43727,2.43727,2.27582,2.27582,4.944,4.80773,0.33333,9.34448,1142.85714,0.04,0.8,0.11,0.02,0.06,0.0,0.03,0.01,0.02,0.0,0.0,4.0,4.8,1.15789,10.63158,0.95693,4.84091,5.27273,0.84229,1.5641,0.04762,0.28571,0.09524,0.02165,0.04762,0.04329,0.04762,0.64623,0.13163,0.5914,0.0,0.64623,0.13163,0.73655,0.11586,0.80497,0.10854,0.18033,0.36066,0.63934,"[3, 3, 3, 3]",10
0.03704,0.03704,0.63426,67.75283,0.36574,1.04545,2.42336,9.3913,0.31944,22,23,216,0.13426,0.24074,0.02315,0.00926,0.0,0.0,0.01389,493741.32117,4.08477,4.42047,23124.34783,1.78752,1.68909,2.56635,2.44178,5.01011,5.22426,0.31034,11.5083,631.36363,0.05376,0.68821,0.06944,0.00926,0.01852,0.0,0.03241,0.0,0.02778,0.0,0.01852,6.375,2.0,1.46552,11.0,1.47482,6.52174,16.0,0.94594,1.73418,0.40909,1.40909,0.36364,0.41107,0.40909,0.42292,0.40909,0.7498,0.15237,0.69737,0.0,0.76115,0.12694,0.81301,0.1749,0.86058,0.1603,0.08759,0.21898,0.57664,"[3, 3, 5, 3]",11
0.04781,0.05578,0.58566,74.78729,0.41434,1.10714,2.36735,8.09677,0.24303,28,31,251,0.12351,0.23904,0.0757,0.06375,0.0,0.0,0.00398,145308.38776,4.03347,4.10454,2885.86207,2.2221,2.42358,2.4591,2.65665,5.10988,5.13833,0.20408,11.46341,774.44016,0.06316,0.69586,0.13546,0.00797,0.06773,0.0,0.03187,0.0,0.03984,0.0,0.03187,6.57143,2.21429,1.91111,12.46,1.31389,5.33871,12.54839,0.84597,1.41346,0.2,1.43333,0.43333,0.16129,0.2,0.16989,0.2,0.71537,0.14252,0.68295,0.01841,0.72887,0.15188,0.80359,0.1497,0.86719,0.13175,0.17687,0.21769,0.70748,"[3, 3, 5, 3]",12
0.00391,0.01562,0.82031,85.86072,0.17969,1.34483,2.0,6.5641,0.73828,29,39,256,0.02734,0.0625,0.02344,0.02344,0.0,0.0,0.0,1841514.39524,2.89201,4.89726,19776.58974,1.35087,1.17282,3.06887,2.84464,3.51332,5.15773,0.0,11.56366,854.92519,0.03178,0.68363,0.13281,0.0,0.07812,0.0,0.03125,0.0,0.02344,0.00781,0.01562,2.0,4.66667,0.58824,11.9375,1.68304,5.26923,13.07692,1.6006,4.56522,0.0,0.0,0.44737,0.33198,0.60526,0.36707,0.47368,0.64453,0.16893,0.55734,0.12797,0.72362,0.15659,0.71578,0.14836,0.85316,0.15662,0.0,0.0,0.21905,"[3, 3, 5, 3]",13
0.02597,0.05195,0.61472,98.16074,0.38528,1.25806,1.98592,5.92308,0.30303,31,39,231,0.1645,0.23377,0.02597,0.01732,0.0,0.0,0.00433,155402.11268,4.20346,4.27874,14178.91667,2.43914,2.46526,2.69231,2.829,4.99863,5.03428,0.5,11.86489,598.44644,0.06848,0.61606,0.07359,0.0,0.02165,0.0,0.03896,0.0,0.0303,0.0,0.01299,0.0,1.63636,1.53061,12.35417,1.29693,5.75641,7.97436,1.06878,1.59551,0.05263,0.21053,0.28947,0.21862,0.42105,0.23212,0.31579,0.64951,0.17114,0.62077,0.11074,0.739,0.11718,0.76259,0.12549,0.88062,0.10861,0.17606,0.34507,0.62676,"[3, 3, 4, 3]",14
0.0073,0.0365,0.72993,87.87213,0.27007,1.44444,2.04,5.26923,0.32847,18,26,137,0.11679,0.35766,0.0146,0.0146,0.0,0.0,0.0,434143.36,3.90434,4.37021,18759.76923,2.74212,2.74212,3.27165,3.27165,4.61314,4.90313,0.11111,11.16872,593.53349,0.05,0.59579,0.09489,0.0219,0.0146,0.0,0.0292,0.0,0.0219,0.0,0.0365,0.0,4.4,1.33333,15.2,1.3841,5.82692,6.46154,1.08853,2.7027,0.0,0.0,0.4,0.20615,0.68,0.33538,0.52,0.65269,0.17076,0.58625,0.20459,0.71912,0.15045,0.73589,0.14852,0.83675,0.14071,0.24,0.24,0.37,"[4, 1, 3, 4]",15
0.04065,0.04065,0.65041,91.35165,0.34959,1.0,2.125,8.78571,0.43089,14,14,123,0.04065,0.13821,0.10569,0.09756,0.0,0.0,0.00813,132496.95,2.0984,2.53834,0.0,0.0,0.0,0.00429,0.00429,3.80441,4.09133,0.71429,10.14033,1097.20018,0.01125,0.7225,0.13821,0.0,0.09756,0.0,0.03252,0.0,0.02439,0.0,0.00813,0.0,2.8,1.22727,8.625,1.36153,5.46429,14.21429,1.20241,1.86047,0.0,0.0,0.38462,0.20879,0.38462,0.17582,0.38462,0.45671,0.26674,0.42993,0.0,0.45671,0.26674,0.58438,0.26527,0.69989,0.24345,0.275,0.05,0.5375,"[1, 1, 1, 1]",16
0.02353,0.03529,0.6,93.73298,0.4,1.0,2.01961,10.625,0.34118,8,8,85,0.15294,0.2,0.12941,0.10588,0.0,0.0,0.02353,477629.0,2.32904,3.07292,6.25,0.24313,0.24313,0.60475,0.60475,4.12053,4.53759,0.28571,10.4386,441.01004,0.09412,0.56471,0.11765,0.0,0.10588,0.0,0.01176,0.0,0.01176,0.0,0.0,5.0,2.33333,0.4,12.0,1.28364,5.5625,16.875,1.05463,1.5,0.42857,0.71429,1.14286,0.64286,1.85714,0.78571,1.85714,0.71445,0.15861,0.61376,0.0,0.71445,0.15861,0.73785,0.17116,0.76503,0.14952,0.17647,0.17647,0.66667,"[2, 1, 4, 2]",17
0.02778,0.01389,0.55556,93.477,0.44444,1.0,2.2,7.2,0.29167,10,10,72,0.13889,0.22222,0.09722,0.09722,0.0,0.0,0.01389,50418.05,3.1358,3.2327,8436.8,1.2526,1.2526,1.3772,1.3772,4.78774,4.84732,0.75,9.28365,689.86636,0.04167,0.72222,0.15278,0.0,0.09722,0.0,0.01389,0.01389,0.01389,0.0,0.02778,0.0,0.0,1.35714,9.22222,1.41444,5.8,10.1,0.9498,1.25,0.0,0.0,0.22222,0.13333,0.11111,0.11111,0.11111,0.58791,0.15248,0.59985,0.0,0.58791,0.15248,0.72063,0.10646,0.75502,0.08821,0.1,0.075,0.8,"[2, 1, 3, 2]",18
0.05517,0.02069,0.6069,71.57368,0.3931,1.0,2.36364,9.66667,0.36552,15,15,145,0.08276,0.16552,0.04828,0.04828,0.0,0.0,0.0,88924.44318,3.5184,3.71642,4392.86667,2.4026,2.4026,2.6468,2.6468,4.80498,4.94714,0.85,11.60995,525.93288,0.03565,0.57283,0.10345,0.0,0.04828,0.0,0.02759,0.0,0.04138,0.0,0.02759,3.16667,4.0,0.93023,12.35294,1.44891,5.83333,17.6,0.69689,1.54386,0.28571,2.21429,0.78571,0.3619,1.42857,0.51429,1.35714,0.74786,0.1298,0.70271,0.0,0.74786,0.1298,0.80672,0.08987,0.87619,0.08789,0.09091,0.39773,0.64773,"[3, 2, 4, 3]",19
0.06471,0.05294,0.57647,74.32474,0.42353,1.06667,2.40816,10.625,0.25294,15,16,170,0.14706,0.20588,0.07647,0.05294,0.00588,0.0,0.01176,576281.43878,4.04844,4.17644,35106.1875,1.75762,1.71925,1.98413,1.92588,5.07073,5.14398,0.31034,10.91902,741.08464,0.04803,0.71085,0.09412,0.00588,0.05294,0.0,0.03529,0.0,0.02353,0.0,0.0,2.44444,1.875,2.05882,10.18519,1.75972,5.84375,18.875,0.8283,1.36111,0.13333,1.46667,0.4,0.325,0.8,0.325,0.73333,0.63326,0.27455,0.62994,0.0,0.73102,0.15901,0.76475,0.22749,0.8114,0.19383,0.13265,0.30612,0.73469,"[3, 1, 4, 3]",20
0.00952,0.04762,0.64762,93.64339,0.35238,1.33333,2.0,5.25,0.29524,15,20,105,0.1619,0.29524,0.05714,0.04762,0.0,0.0,0.00952,409550.25,4.36247,4.44222,27663.7,3.15445,3.12045,3.2495,3.22335,5.03791,5.10899,0.28571,9.65926,875.8487,0.015,0.75167,0.10476,0.01905,0.04762,0.0,0.01905,0.0,0.02857,0.0,0.01905,0.0,3.8,2.25,13.46429,1.08266,5.15,6.15,0.89121,1.83784,0.0,0.05263,0.05263,0.07895,0.10526,0.1,0.05263,0.67274,0.13104,0.58856,0.05576,0.71801,0.16177,0.75067,0.14243,0.81605,0.13246,0.08824,0.29412,0.54412,"[3, 3, 4, 3]",21
0.05628,0.09957,0.58874,80.14471,0.41126,1.04167,2.29412,9.24,0.22078,24,25,231,0.16017,0.21212,0.0303,0.0303,0.0,0.0,0.0,243189.16912,4.03526,4.19596,5988.36,2.14688,2.01616,2.21992,2.1632,5.05913,5.1857,0.475,11.66791,732.71971,0.03394,0.66667,0.11255,0.0,0.0303,0.0,0.06494,0.0,0.06494,0.00866,0.01299,6.41667,3.73913,0.69048,8.58333,1.37337,5.86,14.76,0.7358,1.43158,0.25,0.91667,0.45833,0.26667,0.5,0.34,0.41667,0.78495,0.05576,0.77115,0.0,0.79676,0.06323,0.86186,0.04993,0.90462,0.05163,0.24265,0.55882,0.69853,"[3, 1, 4, 3]",22
0.0339,0.0678,0.52542,91.15458,0.47458,1.0,2.12903,8.42857,0.22034,7,7,59,0.22034,0.20339,0.05085,0.0339,0.0,0.0,0.01695,270533.67742,4.39445,4.53852,8006.57143,2.86314,2.86314,3.63743,3.63743,5.32007,5.44641,0.08333,8.60848,850.00897,0.0339,0.81356,0.16949,0.01695,0.05085,0.0,0.0678,0.0,0.0678,0.0,0.0678,0.0,3.25,1.63636,14.25,1.24747,5.64286,13.0,0.76839,1.10714,0.0,0.0,0.66667,0.33333,0.16667,0.09524,0.16667,0.85131,0.03504,0.83521,0.0,0.85131,0.03504,0.88116,0.03834,0.89217,0.03472,0.12903,0.19355,0.90323,"[2, 2, 2, 2]",23
0.10584,0.05109,0.64964,70.51716,0.35036,1.04348,2.30337,11.41667,0.26277,23,24,274,0.17518,0.22993,0.0219,0.0146,0.0,0.0,0.0073,205848.1573,3.20269,3.26543,10555.54167,0.6925,0.63067,0.60517,0.505,4.28941,4.28881,0.225,11.05671,1157.93152,0.0844,0.7376,0.06934,0.00365,0.01825,0.0,0.04015,0.0,0.03285,0.0,0.01095,2.30769,3.61538,1.95455,12.3,1.53807,6.3125,18.70833,0.88265,1.85417,0.13043,0.95652,0.86957,0.84783,0.47826,0.32609,0.47826,0.71619,0.15642,0.63281,0.0,0.7201,0.16185,0.7617,0.16701,0.8192,0.17917,0.20787,0.32022,0.53933,"[2, 3, 4, 3]",24
0.03906,0.03906,0.60938,79.56585,0.39062,1.07143,2.28205,8.53333,0.25,14,15,128,0.15625,0.28125,0.07031,0.05469,0.0,0.0,0.01562,635290.88462,4.21401,4.32256,4069.8,2.4456,2.4456,2.93547,2.93547,5.12195,5.23289,0.21212,10.58537,693.62328,0.0369,0.65552,0.11719,0.01562,0.05469,0.0,0.02344,0.0,0.02344,0.0,0.02344,2.25,2.0,1.86207,10.48485,1.26689,5.93333,12.8,0.81796,1.56,0.07143,1.0,0.35714,0.34286,0.5,0.41905,0.42857,0.74772,0.09294,0.74491,0.0,0.76654,0.07942,0.83322,0.07224,0.87378,0.08433,0.11538,0.28205,0.64103,"[3, 2, 3, 2]",25
0.05161,0.06452,0.6,84.45409,0.4,1.05556,2.24731,8.15789,0.23226,18,19,155,0.05806,0.25161,0.07742,0.05806,0.0,0.0,0.0129,268066.37634,4.42088,4.32294,5062.57895,2.45621,2.23537,2.82589,2.58258,5.28208,5.23852,0.25,11.07605,609.186,0.01107,0.62875,0.09032,0.0,0.05806,0.0,0.01935,0.0,0.0129,0.0,0.0129,8.6,4.2,2.83333,11.1875,1.39553,5.44737,12.63158,0.83973,1.5,0.0,0.0,0.11111,0.06433,0.72222,0.42105,0.72222,0.73283,0.12664,0.70766,0.0,0.74,0.13241,0.81604,0.10517,0.85628,0.08578,0.19355,0.26882,0.66667,"[4, 3, 3, 3]",26
0.03425,0.0137,0.5411,77.7934,0.4589,1.0,2.37975,6.95238,0.32192,21,21,146,0.15753,0.17123,0.04795,0.04795,0.0,0.0,0.0,106331.98734,3.90399,4.07291,11840.38095,2.5,2.5,2.77095,2.77095,5.18619,5.25255,0.61111,10.91071,600.43337,0.10298,0.65404,0.09589,0.0,0.04795,0.00685,0.0411,0.00685,0.02055,0.0,0.0,3.2,3.5,1.55263,13.95,1.19027,5.52381,10.80952,0.80729,1.1791,0.35,1.15,0.35,0.17619,0.15,0.13333,0.1,0.69134,0.09313,0.61559,0.0,0.69134,0.09313,0.75821,0.10092,0.81728,0.09558,0.18987,0.29114,0.8481,"[3, 1, 5, 3]",27
0.0,0.06742,0.57303,75.22497,0.42697,1.0,2.43137,8.09091,0.30337,11,11,89,0.1573,0.20225,0.03371,0.02247,0.0,0.0,0.01124,928994.80392,3.83508,4.34704,2542.90909,1.19973,1.19973,2.34845,2.34845,5.00764,5.3481,0.06667,9.94366,595.07695,0.04494,0.65169,0.13483,0.0,0.04494,0.0,0.05618,0.0,0.03371,0.0,0.05618,0.0,1.4,1.66667,10.94118,1.12612,5.40909,12.45455,0.87572,1.34211,0.5,1.1,0.3,0.25455,0.3,0.23636,0.3,0.68998,0.15454,0.66505,0.0,0.68998,0.15454,0.78092,0.1528,0.8239,0.12536,0.05882,0.31373,0.7451,"[4, 3, 4, 4]",28
0.01951,0.06829,0.57073,78.58807,0.42927,1.1875,2.30769,10.78947,0.17561,16,19,205,0.14634,0.30732,0.03902,0.02439,0.0,0.0,0.01463,838984.26496,4.77531,4.63545,11948.31579,3.232,3.232,3.24774,3.24774,5.53999,5.45686,0.46552,11.82003,564.49804,0.06057,0.68085,0.1122,0.01951,0.03902,0.0,0.02439,0.0,0.03902,0.00488,0.03902,5.5,2.36364,2.30303,13.4,1.91997,7.28947,22.84211,0.74684,1.32955,0.05556,0.55556,0.22222,0.23977,0.83333,0.60234,0.61111,0.78812,0.16785,0.77869,0.1362,0.87481,0.07627,0.87015,0.1419,0.89854,0.11547,0.23932,0.32479,0.75214,"[4, 1, 5, 4]",29
0.0,0.0,0.89091,99.57506,0.10909,1.0,1.7449,6.875,0.86364,16,16,110,0.03636,0.02727,0.0,0.0,0.0,0.0,0.0,1750075.83673,2.3331,4.35291,196.4375,0.55325,0.55325,1.26238,1.26238,2.82031,4.60705,0.0,9.97842,912.62261,0.11364,0.72818,0.03636,0.00909,0.00909,0.0,0.01818,0.0,0.01818,0.0,0.0,0.0,0.0,0.84615,8.0,1.55754,4.65625,13.375,1.81002,8.16667,0.4,1.4,0.66667,0.49167,0.53333,0.39167,0.53333,0.53572,0.19609,0.54988,0.0,0.53572,0.19609,0.68975,0.15099,0.77409,0.15095,0.0,0.0,0.12245,"[2, 2, 4, 2]",30
0.02959,0.06509,0.59172,94.07641,0.40828,1.1,1.77,15.36364,0.17751,10,11,169,0.18343,0.31953,0.10651,0.05325,0.0,0.0,0.05325,603436.27,4.43153,4.50404,634.45455,1.26636,1.02582,1.89009,1.89009,4.89872,5.06173,0.3913,12.24568,571.82425,0.103,0.48957,0.06509,0.0,0.05325,0.0,0.0,0.0,0.0,0.0,0.01183,10.0,1.27273,2.7619,10.08,1.82813,7.09091,29.63636,0.87686,1.44928,0.5,2.2,2.4,1.21818,3.8,1.92727,2.6,0.82733,0.07898,0.79486,0.0,0.84231,0.07913,0.86456,0.06292,0.88465,0.07187,0.21,0.14,0.69,"[3, 3, 5, 3]",31
0.06875,0.075,0.6875,85.2625,0.3125,1.0,2.15455,8.0,0.34375,20,20,160,0.05625,0.2,0.05,0.01875,0.0,0.0,0.03125,399217.66364,3.72218,4.0578,12259.45,1.21085,1.21085,1.7645,1.7645,4.77062,5.00133,0.05,11.40045,729.05507,0.01311,0.53803,0.04375,0.00625,0.01875,0.0,0.01875,0.0,0.01875,0.0,0.0,1.0,3.08333,2.2439,11.95652,1.3154,5.125,11.15,0.95245,2.2,0.05263,0.26316,0.63158,0.38947,0.94737,0.60526,0.89474,0.66392,0.14679,0.65489,0.0,0.66392,0.14679,0.78483,0.09241,0.84169,0.08165,0.21818,0.08182,0.45455,"[2, 1, 3, 3]",32
0.03279,0.01639,0.54098,64.9612,0.45902,1.0,2.75758,7.625,0.32787,8,8,61,0.04918,0.16393,0.13115,0.13115,0.0,0.0,0.0,135697.12121,4.05194,4.00318,2440.375,2.73287,2.73287,2.50912,2.50912,5.43436,5.40656,0.375,9.5414,616.75031,0.01639,0.62295,0.16393,0.0,0.13115,0.0,0.03279,0.0,0.01639,0.0,0.0,3.0,2.0,1.5625,9.44444,1.27994,5.8125,13.75,0.60195,1.17857,0.28571,0.28571,0.42857,0.28571,0.85714,0.39286,0.71429,0.68464,0.08307,0.62077,0.0,0.68464,0.08307,0.71404,0.11772,0.79042,0.10144,0.42424,0.75758,0.84848,"[3, 1, 5, 3]",33
0.08434,0.08434,0.59036,71.14293,0.40964,1.0,2.46939,10.375,0.25301,8,8,83,0.13253,0.16867,0.08434,0.08434,0.0,0.0,0.0,94345.57143,3.30378,3.47186,8.875,0.4575,0.4575,0.64363,0.64363,4.77505,4.86136,1.0,10.66188,603.13883,0.03614,0.53012,0.12048,0.0,0.08434,0.0,0.03614,0.0,0.01205,0.0,0.0,3.0,1.66667,1.18182,7.0,1.68143,6.125,19.0,0.85975,1.44118,0.42857,1.28571,0.57143,0.71429,2.42857,1.82143,2.42857,0.8239,0.08627,0.7567,0.0,0.8239,0.08627,0.82937,0.0895,0.8566,0.10162,0.04082,0.42857,0.69388,"[3, 1, 4, 3]",34
0.02381,0.09524,0.63095,106.359,0.36905,1.0,1.81132,8.4,0.32143,10,10,84,0.13095,0.19048,0.09524,0.05952,0.0,0.0,0.03571,657780.20755,4.24445,4.44375,1187.5,1.6457,1.6457,1.859,1.859,5.14781,5.25408,0.5,9.84835,587.97423,0.05952,0.65476,0.15476,0.0,0.07143,0.0,0.07143,0.0,0.02381,0.0,0.0119,10.0,2.42857,1.81818,13.72727,1.29635,5.3,12.6,0.95639,1.70968,0.0,0.0,0.55556,0.26667,0.33333,0.22222,0.33333,0.76015,0.12466,0.73242,0.0,0.76015,0.12466,0.81775,0.13029,0.83973,0.13901,0.20755,0.16981,0.58491,"[3, 3, 3, 3]",35
