size_features,soma_validacao,soma_teste,soma_teste_full,F1_validacao,KAPPA_validacao,feature_list
12,1.219405377080332,1.1639099930847427,1.1370142219595543,0.7248631913862265,0.4945421856941056,"['conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3']"
13,1.2287448636622917,1.1729733605051198,1.1398274055543807,0.7266575771347776,0.5020872865275142,"['conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3']"
14,1.2010182395501956,1.137128295350719,1.1359193875749,0.7181541804343846,0.4828640591158109,"['conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3']"
15,1.219405377080332,1.1439166417085485,1.1359193875749,0.7248631913862265,0.4945421856941056,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3']"
16,1.183915087868023,1.147275891202891,1.153354946029281,0.716103366352355,0.46781172151566797,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
17,1.1655783442079664,1.1423535430152048,1.1488231109956692,0.7094722185739437,0.45610612563402264,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
18,1.194141339626923,1.1480323700048234,1.1359193875749,0.7182213912731462,0.4759199483537767,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_iqr', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
19,1.1995239531673754,1.118067467085364,1.134410600808164,0.7194419754550659,0.48008197771230954,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_iqr', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
20,1.172382019485129,1.0919316783183013,1.1280187770710368,0.7111606847775794,0.46122133470754967,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_iqr', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
21,1.1826685898694427,1.0978107632124334,1.1280187770710368,0.71337924976792,0.4692893401015228,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
22,1.2564246712815088,1.1037179781126727,1.118067467085364,0.7375603179692061,0.5188643533123027,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
23,1.2564246712815088,1.1264734691210667,1.1235273520472076,0.7375603179692061,0.5188643533123027,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
24,1.2287636522438725,1.0973957211197656,1.1338233678051832,0.7289542736697208,0.49980937857415175,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
25,1.2847710957638188,1.0935164702845594,1.1228633159829835,0.7467718469845526,0.5379992487792663,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
26,1.2472074150293349,1.0973934284998308,1.1169205449820172,0.7356152541480745,0.5115921608812604,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
27,1.2423093456893544,1.129137366712618,1.1524659864046134,0.7346269699630793,0.5076823757262751,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
28,1.2338347812899881,1.1373136322019366,1.1665562231540165,0.7333762459827695,0.5004585353072186,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
29,1.185022892898982,1.135446478739883,1.1653294652754356,0.7167928391848462,0.46823005371413595,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'lex_freq_min', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
30,1.2114525822083166,1.143712441087779,1.1714162286034977,0.7259623861298854,0.48549019607843136,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
31,1.1917573595078612,1.1424348832290816,1.1714162286034977,0.7184897758068489,0.4732675837010122,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
32,1.1441528716597804,1.141434087231429,1.169822178793219,0.702373826016627,0.4417790456431535,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'grade_BERT', 'confidence_3', 'confidence_5']"
33,1.1635700141530938,1.1410282105896055,1.169822178793219,0.7098082586672002,0.4537617554858935,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
34,1.1624830026798878,1.1512375320732735,1.1683063160315903,0.7091496693465543,0.45333333333333337,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
35,1.2114525822083166,1.134369855162448,1.1813785962242371,0.7259623861298854,0.48549019607843136,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
36,1.1917573595078612,1.117765207535621,1.1687778864293186,0.7184897758068489,0.4732675837010122,"['conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
37,1.173342949185228,1.117765207535621,1.1789115046679068,0.7117054620585544,0.4616374871266735,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
38,1.173342949185228,1.1237315828625343,1.1571498346174,0.7117054620585544,0.4616374871266735,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lsa_span_std', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
39,1.173342949185228,1.1086425730955254,1.14849224219969,0.7117054620585544,0.4616374871266735,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lsa_span_std', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
40,1.2403102480049173,1.1309487647317327,1.1857242520434403,0.7351194875585119,0.5051907604464054,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lsa_paragraph_mean', 'lsa_span_std', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
41,1.1917573595078612,1.1369134350479253,1.1640589717475005,0.7184897758068489,0.4732675837010122,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lsa_paragraph_mean', 'lsa_span_std', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'lex_freq_nouns_lemma_std', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
42,1.220480460839324,1.1063134749031778,1.162479810869382,0.7275662634675125,0.4929141973718115,"['min_cw_freq', 'conn_ratio', 'add_pos_conn_ratio', 'verbs_ambiguity', 'adjacent_refs', 'lsa_paragraph_mean', 'lsa_span_std', 'paragraph_length_var', 'paragraph_length_kurtosis', 'sentence_length_kurtosis', 'word_syllables_max', 'lex_freq_min', 'lex_freq_function_skewness', 'lex_freq_nouns_q1', 'lex_freq_nouns_rsd', 'lex_freq_verbs_sum', 'lex_freq_content_lemma_median', 'lex_freq_nouns_lemma_std', 'sophisticated_verbs_ratio', 'p99.5-p99.9_freq_ratio', 'p99.5-p99.9_freq_lemma_ratio', 'ortho_neighbors_q1', 'ortho_neighbors_avg_freq_q1', 'age_of_acquisition_median', 'age_of_acquisition_kurtosis', 'familiarity_rsd', 'familiarity_iqr', 'numeral_count', 'ordinal_numerals_count', 'definite_articles_count', 'inflected_infinitive_mood_count', 'augmentative_degree_count', 'location_adverb_count', 'dependency_count', 'dependency_tree_depth_sum', 'dependency_tree_depth_kurtosis', 'dependency_detd_count', 'aspectual_subchain_count', 'words_before_verb_dolch', 'grade_BERT', 'confidence_3', 'confidence_5']"
